timestamp,quantity,entry_price,mark_price,unrealized_pnl,total_balance,available_balance,total_orders,filled_orders,risk_triggers
"2025-11-25T15:23:23+00:00",0.016000,2866.2367,2866.3100,0.0012,90.75534342,86.15906075,1266,627,334
"2025-11-25T15:24:24+00:00",0.008000,2868.6800,2869.9942,0.0105,90.78183621,88.49168086,1266,627,334
"2025-11-25T15:25:25+00:00",-0.008000,2876.5000,2876.2400,0.0021,90.79863407,86.19153107,1266,627,334
"2025-11-25T15:26:26+00:00",0.008000,2877.2800,2877.7000,0.0034,90.80614107,86.20899007,1266,627,334
"2025-11-25T15:27:27+00:00",0.024000,2875.2410,2873.7900,-0.0348,90.73518715,81.49685245,1266,627,334
"2025-11-25T15:28:27+00:00",0.032000,2874.7605,2876.1064,0.0431,90.66899554,79.20989578,1266,627,334
"2025-11-25T15:29:27+00:00",-0.016000,2880.7081,2882.0000,-0.0207,90.69785886,86.06598886,1266,627,334
"2025-11-25T15:30:28+00:00",-0.032000,2886.9376,2893.8140,-0.2200,90.55436120,81.07411159,1266,627,334
"2025-11-25T15:31:29+00:00",-0.016000,2891.4848,2891.9861,-0.0080,90.38627548,81.11456714,1266,627,334
"2025-11-25T15:32:30+00:00",-0.048000,2894.1582,2895.5035,-0.0646,90.32803782,76.35075027,1266,627,334
"2025-11-25T15:33:31+00:00",-0.056000,2897.9790,2901.2600,-0.1837,90.14458774,73.70427652,1266,627,334
"2025-11-25T15:34:32+00:00",-0.048000,2901.1107,2904.5540,-0.1653,89.91523391,75.80809379,1266,627,334
"2025-11-25T15:35:32+00:00",-0.024000,2898.5229,2898.2137,0.0074,89.98160788,80.70822782,1266,627,334
"2025-11-25T15:36:32+00:00",-0.008000,2894.4200,2893.6374,0.0063,90.02705566,78.50586156,1266,627,334
"2025-11-25T15:37:34+00:00",-0.024000,2895.4102,2895.5100,-0.0024,89.99121769,80.72005144,1266,627,334
"2025-11-25T15:38:35+00:00",0.000000,0.0000,2894.3500,0.0000,90.00801693,90.00801693,1266,627,334
"2025-11-25T15:39:35+00:00",0.000000,0.0000,2897.9300,0.0000,90.00801693,90.00801693,1266,627,334
"2025-11-25T15:40:36+00:00",0.000000,0.0000,2898.3417,0.0000,90.00801693,90.00801693,1266,627,334
"2025-11-25T15:41:37+00:00",0.000000,0.0000,2899.3500,0.0000,90.00801693,90.00801693,1266,627,334
"2025-11-25T15:50:48+00:00",-0.001000,2894.9000,2894.8500,0.0001,89.81748811,85.46776811,1266,627,334
"2025-11-25T15:51:49+00:00",0.000000,0.0000,2894.2184,0.0000,89.85978065,83.77062165,1266,627,334
"2025-11-25T15:52:50+00:00",-0.044000,2897.6112,2899.2500,-0.0721,89.83275070,74.97028612,1266,627,334
"2025-11-25T15:53:51+00:00",-0.037000,2898.8413,2899.7183,-0.0324,89.78733125,74.96096463,1266,627,334
"2025-11-25T15:54:51+00:00",-0.016000,2898.7774,2898.9552,-0.0028,89.82680071,79.08819780,1266,627,334
"2025-11-25T15:55:52+00:00",0.036000,2894.9954,2894.5994,-0.0143,89.85462889,77.38038183,1266,627,334
"2025-11-25T15:56:53+00:00",0.073000,2892.3643,2888.0700,-0.3135,89.78882598,68.47389742,1266,627,334
"2025-11-25T15:57:53+00:00",0.059000,2892.0360,2891.3500,-0.0405,89.74960579,66.29178868,1266,627,334
"2025-11-25T15:58:53+00:00",0.024000,2894.7740,2894.4400,-0.0080,89.83889674,72.75738354,1266,627,334
"2025-11-25T15:59:54+00:00",0.024000,2892.7665,2893.0322,0.0064,89.81337266,70.44528029,1266,627,334
"2025-11-25T16:00:54+00:00",0.009000,2893.2644,2893.8425,0.0052,89.88443965,77.16474560,1266,627,334
"2025-11-25T16:01:55+00:00",-0.013000,2894.9923,2895.7000,-0.0092,89.91087702,73.38141424,1266,627,334
"2025-11-25T16:02:55+00:00",0.008000,2891.9189,2893.4400,0.0122,89.89833805,70.82906874,1266,627,334
"2025-11-25T16:03:56+00:00",-0.036000,2895.9554,2897.8400,-0.0678,89.91570952,68.98362118,1266,627,334
"2025-11-25T16:04:57+00:00",-0.056000,2898.1641,2898.1985,-0.0019,89.80775060,67.18535418,1266,627,334
"2025-11-25T16:05:58+00:00",0.018000,2893.7606,2894.4474,0.0124,89.94427881,68.25472856,1266,627,334
"2025-11-25T16:06:59+00:00",0.080000,2890.8877,2889.5800,-0.1046,89.88176922,64.63914024,1266,627,334
"2025-11-25T16:07:59+00:00",0.075000,2891.1933,2890.5091,-0.0513,89.89513229,60.04733095,1266,627,334
"2025-11-25T16:08:59+00:00",0.016000,2892.1612,2892.9200,0.0121,89.95423951,68.86181306,1266,627,334
"2025-11-25T16:10:00+00:00",0.063000,2890.1233,2887.7600,-0.1489,89.84390747,67.17254637,1266,627,334
"2025-11-25T16:11:00+00:00",0.006000,2892.7289,2893.0100,0.0017,89.93965904,75.49249474,1266,627,334
"2025-11-25T16:12:00+00:00",0.007000,2893.0500,2893.3929,0.0024,89.96161515,77.18993319,1266,627,334
"2025-11-25T16:13:01+00:00",0.022000,2891.5814,2892.3098,0.0160,89.95799693,77.25872667,1266,627,334
"2025-11-25T16:14:03+00:00",-0.008000,2895.0396,2895.5663,-0.0042,89.95988529,70.52236204,1266,627,334
"2025-11-25T16:15:03+00:00",0.058000,2891.6420,2891.6188,-0.0013,89.95652118,66.73765290,1266,627,334
"2025-11-25T16:16:04+00:00",0.020000,2890.4857,2891.8200,0.0267,89.96861766,75.54641927,1266,627,334
"2025-11-25T16:17:05+00:00",-0.032000,2895.6498,2895.6446,0.0002,90.01128944,68.25759671,1266,627,334
"2025-11-25T16:18:06+00:00",-0.051000,2897.8458,2898.1800,-0.0170,89.92055983,69.01611538,1266,627,334
"2025-11-25T16:19:06+00:00",-0.077000,2900.2157,2903.5400,-0.2560,89.76740564,63.00805759,1266,627,334
"2025-11-25T16:20:06+00:00",-0.091000,2900.9772,2905.2653,-0.3902,89.76740564,62.91609305,1266,627,334
"2025-11-25T16:21:06+00:00",0.000000,0.0000,2906.7000,0.0000,89.25945096,89.25945096,1266,627,334
"2025-11-25T16:22:07+00:00",0.000000,0.0000,2918.2609,0.0000,89.25945096,89.25945096,1266,627,334
"2025-11-25T16:23:12+00:00",0.000000,0.0000,2918.6723,0.0000,,,1266,627,334
"2025-11-25T16:31:54+00:00",0.000000,0.0000,2924.9552,0.0000,89.24041096,86.89465796,1266,627,334
"2025-11-25T16:32:55+00:00",-0.016000,2928.2675,2929.6700,-0.0224,89.22394682,84.49419532,1266,627,334
"2025-11-25T16:33:55+00:00",-0.024000,2930.7886,2928.5103,0.0547,89.21240336,75.19954782,1266,627,334
"2025-11-25T16:34:55+00:00",0.008000,2924.6700,2924.1299,-0.0043,89.35319372,79.96247857,1266,627,334
"2025-11-25T16:35:56+00:00",0.032000,2923.4125,2922.5925,-0.0262,89.34712521,79.94234754,1266,627,334
"2025-11-25T16:36:56+00:00",0.064000,2918.6898,2917.4042,-0.0823,89.19675601,68.07953167,1266,627,334
"2025-11-25T16:37:57+00:00",0.008000,2919.1100,2918.2745,-0.0067,89.24262399,72.81781796,1266,627,334
"2025-11-25T16:38:58+00:00",0.008000,2918.9400,2919.0895,0.0012,89.21999975,63.44882740,1266,627,334
"2025-11-25T16:39:58+00:00",0.000000,0.0000,2917.9869,0.0000,89.23597881,65.80578281,1266,627,334
"2025-11-25T16:40:58+00:00",-0.040000,2920.9879,2921.2107,-0.0089,89.19019612,56.40434559,1266,627,334
"2025-11-25T16:41:59+00:00",-0.080000,2923.5942,2925.8500,-0.1805,89.16865449,56.17325679,1266,627,334
"2025-11-25T16:43:00+00:00",-0.120000,2926.5863,2929.8000,-0.3856,88.99242179,46.39482555,1266,627,334
"2025-11-25T16:44:01+00:00",-0.112000,2927.6344,2929.3071,-0.1873,88.84503724,44.05278759,1266,627,334
"2025-11-25T16:45:03+00:00",-0.024000,2925.7566,2923.8900,0.0448,89.00521495,63.26475999,1266,627,334
"2025-11-25T16:46:04+00:00",0.056000,2917.9829,2917.9200,-0.0035,89.11555356,65.77555360,1266,627,334
"2025-11-25T16:47:05+00:00",-0.024000,2921.6333,2923.4500,-0.0436,89.19900527,63.37120827,1266,627,334
"2025-11-25T16:48:05+00:00",-0.016000,2923.4092,2924.1500,-0.0119,89.11642928,63.31153622,1266,627,334
"2025-11-25T16:49:06+00:00",-0.016000,2922.8475,2922.8418,0.0001,89.11206624,56.29549691,1266,627,334
"2025-11-25T16:50:07+00:00",-0.096000,2924.7423,2926.4500,-0.1639,89.10570554,46.67859830,1266,627,334
"2025-11-25T16:51:07+00:00",-0.072000,2925.6072,2925.5783,0.0021,89.00079425,46.78781759,1266,627,334
"2025-11-25T16:52:08+00:00",-0.008000,2923.3350,2923.7700,-0.0035,89.15415216,58.65815316,1266,627,334
"2025-11-25T16:53:09+00:00",-0.056000,2925.0758,2925.3800,-0.0170,89.15470883,49.19078183,1266,627,334
"2025-11-25T16:54:10+00:00",-0.048000,2926.4942,2926.0900,0.0194,89.12902542,51.63165781,1266,627,334
"2025-11-25T16:55:11+00:00",-0.016000,2926.0558,2923.8292,0.0356,89.20123348,54.06731756,1266,627,334
"2025-11-25T16:56:12+00:00",0.000000,0.0000,2922.8400,0.0000,89.26113449,56.42477849,1266,627,334
"2025-11-25T16:57:18+00:00",,,,,89.24702617,44.67999351,1266,627,334
"2025-11-25T16:58:19+00:00",-0.088000,2926.9809,2927.7500,-0.0677,89.15557558,37.50925316,1266,627,334
"2025-11-25T16:59:19+00:00",-0.120000,2927.7362,2928.9100,-0.1409,89.10806901,30.34059385,1266,627,334
"2025-11-25T17:00:20+00:00",-0.184000,2929.4872,2931.3100,-0.3354,89.11540184,34.79117914,1266,627,334
"2025-11-25T17:01:21+00:00",-0.176000,2929.4872,2928.1800,0.2301,89.13817909,37.81995064,1266,627,334
"2025-11-25T17:02:21+00:00",-0.112000,2928.6809,2924.7700,0.4380,89.55602801,52.54454234,1266,627,334
"2025-11-25T17:03:22+00:00",-0.128000,2928.2595,2925.2800,0.3814,89.55602801,52.47206134,1266,627,334
"2025-11-25T17:04:23+00:00",-0.112000,2928.2595,2921.7660,0.7273,89.65874017,57.66223734,1266,627,334
"2025-11-25T17:05:23+00:00",-0.088000,2928.2595,2921.4000,0.6036,89.85336841,64.72844532,1266,627,334
"2025-11-25T17:06:24+00:00",-0.088000,2928.2595,2924.1331,0.3631,89.85336841,64.48411704,1266,627,334
"2025-11-25T17:07:25+00:00",-0.088000,2928.2595,2923.4000,0.4276,89.85336841,64.58896532,1266,627,334
"2025-11-25T17:08:26+00:00",-0.088000,2928.2595,2924.2300,0.3546,89.85336841,64.47474132,1266,627,334
"2025-11-25T17:09:28+00:00",0.000000,0.0000,2922.6646,0.0000,90.40567277,90.40567277,1266,627,334
"2025-11-25T17:10:29+00:00",0.000000,0.0000,2927.9661,0.0000,90.40567277,90.40567277,1266,627,334
"2025-11-25T17:11:30+00:00",0.000000,0.0000,2937.5860,0.0000,90.40567277,90.40567277,1266,627,334
"2025-11-25T17:12:30+00:00",0.000000,0.0000,2937.2900,0.0000,90.40567277,90.40567277,1266,627,334
"2025-11-25T17:13:31+00:00",0.000000,0.0000,2938.8800,0.0000,90.40567277,90.40567277,1266,627,334
"2025-11-25T17:14:32+00:00",0.000000,0.0000,2947.4972,0.0000,90.40567277,90.40567277,1266,627,334
"2025-11-25T17:15:33+00:00",0.000000,0.0000,2942.1848,0.0000,90.40567277,90.40567277,1266,627,334
"2025-11-25T17:16:33+00:00",0.000000,0.0000,2939.4044,0.0000,200.00000000,200.00000000,1266,627,334
"2025-11-25T17:17:33+00:00",0.000000,0.0000,2939.5900,0.0000,200.00000000,200.00000000,1266,627,334
"2025-11-25T17:18:34+00:00",0.000000,0.0000,2932.8600,0.0000,200.00000000,200.00000000,1266,627,334
"2025-11-25T17:19:35+00:00",0.000000,0.0000,2934.4500,0.0000,200.00000000,200.00000000,1266,627,334
"2025-11-25T17:20:35+00:00",0.000000,0.0000,2934.7183,0.0000,200.00000000,200.00000000,1266,627,334
"2025-11-25T17:21:36+00:00",0.000000,0.0000,2935.2403,0.0000,200.00000000,200.00000000,1266,627,334
"2025-11-25T17:22:36+00:00",0.000000,0.0000,2938.7313,0.0000,200.00000000,200.00000000,1266,627,334
"2025-11-25T17:23:37+00:00",-0.024000,2934.5800,2934.7000,-0.0029,199.99031747,192.93215747,1266,627,334
"2025-11-25T17:23:47+00:00",-0.024000,2934.8100,2935.1792,-0.0089,199.97775108,189.39995207,1266,627,334
"2025-11-25T17:24:37+00:00",-0.024000,2934.7000,2935.0300,-0.0079,199.99707110,189.41791710,1266,627,334
"2025-11-25T17:24:47+00:00",0.000000,0.0000,2934.4000,0.0000,199.99911108,192.94521908,1266,627,334
"2025-11-25T17:25:37+00:00",-0.012000,2933.6100,2933.6100,0.0000,200.03435153,192.98617253,1266,627,334
"2025-11-25T17:25:48+00:00",-0.012000,2934.0000,2934.7600,-0.0091,200.02178805,189.43689505,1266,627,334
"2025-11-25T17:26:39+00:00",0.000000,0.0000,2934.0452,0.0000,200.03825930,192.98209530,1266,627,334
"2025-11-25T17:26:48+00:00",0.000000,0.0000,2934.1500,0.0000,200.03109592,189.44916292,1266,627,334
"2025-11-25T17:27:40+00:00",0.048000,2932.2100,2929.8264,-0.1144,199.97318818,185.78090136,1266,627,334
"2025-11-25T17:27:49+00:00",0.060000,2931.7340,2929.8400,-0.1136,199.97318818,178.74923218,1266,627,334
"2025-11-25T17:28:40+00:00",0.036000,2930.3270,2929.9200,-0.0147,199.84982568,171.70639440,1266,627,334
"2025-11-25T17:28:50+00:00",0.036000,2930.3270,2930.3300,0.0001,199.84982568,168.21125040,1266,627,334
"2025-11-25T17:29:41+00:00",0.096000,2929.0925,2928.5100,-0.0559,199.81621420,164.61949442,1266,627,334
"2025-11-25T17:29:51+00:00",0.096000,2929.0267,2928.9000,-0.0122,199.81337423,164.64589443,1266,627,334
"2025-11-25T17:30:41+00:00",0.144000,2928.3946,2927.5090,-0.1275,199.76359349,157.42248276,1266,627,334
"2025-11-25T17:30:51+00:00",0.144000,2928.2759,2927.3290,-0.1363,199.74877835,157.40575348,1266,627,334
"2025-11-25T17:31:42+00:00",0.108000,2928.1346,2928.8100,0.0729,199.74302658,161.16178778,1266,627,334
"2025-11-25T17:31:52+00:00",0.048000,2929.0991,2930.6400,0.0740,199.95405911,178.92302378,1266,627,334
"2025-11-25T17:32:42+00:00",-0.036000,2936.4350,2936.3703,0.0023,200.16082669,189.59222179,1266,627,334
"2025-11-25T17:32:54+00:00",-0.024000,2936.3400,2937.1714,-0.0200,200.14951785,186.02080365,1266,627,334
"2025-11-25T17:33:43+00:00",-0.048000,2937.3831,2938.2035,-0.0394,200.12830656,182.45518156,1266,627,334
"2025-11-25T17:33:54+00:00",-0.072000,2937.8457,2938.5801,-0.0529,200.13056842,178.89759945,1266,627,334
"2025-11-25T17:34:44+00:00",-0.096000,2941.0968,2946.1868,-0.4886,199.92308908,167.63747075,1266,627,334
"2025-11-25T17:34:55+00:00",-0.072000,2941.0968,2946.0173,-0.3543,199.82353212,171.17552171,1266,627,334
"2025-11-25T17:35:44+00:00",-0.060000,2941.7233,2941.5162,0.0124,199.64158159,167.84083337,1266,627,334
"2025-11-25T17:35:55+00:00",-0.060000,2941.8787,2942.6288,-0.0450,199.63514178,167.77650766,1266,627,334
"2025-11-25T17:36:45+00:00",-0.120000,2944.7869,2945.5400,-0.0904,199.53883385,163.83206536,1266,627,334
"2025-11-25T17:36:56+00:00",-0.120000,2945.0912,2948.1900,-0.3719,199.50039677,163.77128385,1266,627,334
"2025-11-25T17:37:45+00:00",-0.132000,2946.1690,2947.6500,-0.1955,199.36806002,156.63827229,1266,627,334
"2025-11-25T17:37:57+00:00",-0.144000,2946.5897,2948.6982,-0.3036,199.33976946,156.57463867,1266,627,334
"2025-11-25T17:38:47+00:00",-0.144000,2946.7558,2947.0800,-0.0467,199.31886360,149.62222029,1266,627,334
"2025-11-25T17:38:58+00:00",-0.144000,2946.8138,2947.1383,-0.0467,199.30474612,149.73221481,1266,627,334
"2025-11-25T17:39:47+00:00",-0.048000,2945.9303,2942.7355,0.1534,199.55284008,174.94495302,1266,627,334
"2025-11-25T17:39:59+00:00",-0.072000,2945.2135,2943.9700,0.0895,199.54312604,164.20287819,1266,627,334
"2025-11-25T17:40:48+00:00",-0.144000,2947.3430,2948.9300,-0.2285,199.41650558,160.27982323,1266,627,334
"2025-11-25T17:40:59+00:00",-0.156000,2947.6079,2949.1900,-0.2468,199.41650558,153.16233523,1266,627,334
"2025-11-25T17:41:48+00:00",-0.084000,2947.7155,2947.6000,0.0097,199.38810988,167.54722886,1266,627,334
"2025-11-25T17:41:59+00:00",-0.108000,2947.7899,2948.3700,-0.0627,199.38810988,156.85361786,1266,627,334
"2025-11-25T17:42:49+00:00",0.000000,0.0000,2944.5900,0.0000,199.58933056,171.42493456,1266,627,334
"2025-11-25T17:42:59+00:00",-0.012000,2945.6350,2946.1368,-0.0060,199.58891057,171.25422329,1266,627,334
"2025-11-25T17:43:50+00:00",-0.024000,2946.1185,2944.4786,0.0394,199.60413046,167.78220614,1266,627,334
"2025-11-25T17:44:01+00:00",-0.048000,2945.5719,2945.0990,0.0227,199.60760139,164.24190261,1266,627,334
"2025-11-25T17:44:50+00:00",0.024000,2941.0744,2941.1900,0.0028,199.67357098,171.51312431,1266,627,334
"2025-11-25T17:45:02+00:00",0.036000,2941.4498,2941.7900,0.0122,199.68029542,167.99773630,1266,627,334
"2025-11-25T17:45:51+00:00",0.060000,2940.1874,2939.0000,-0.0712,199.62976634,157.24019181,1266,627,334
"2025-11-25T17:46:02+00:00",0.072000,2939.4732,2938.4100,-0.0765,199.60423244,157.26100690,1266,627,334
"2025-11-25T17:46:52+00:00",0.096000,2937.8635,2937.0877,-0.0745,199.50527040,146.60775104,1266,627,334
"2025-11-25T17:47:03+00:00",0.072000,2937.8701,2937.7108,-0.0115,199.50314561,150.18919838,1266,627,334
"2025-11-25T17:47:52+00:00",0.072000,2937.6844,2937.9800,0.0213,199.46008503,146.65331511,1266,627,334
"2025-11-25T17:48:03+00:00",0.108000,2937.5162,2937.7285,0.0229,199.46008503,139.41216476,1266,627,334
"2025-11-25T17:48:52+00:00",0.156000,2936.7756,2937.5900,0.1270,199.43184190,143.19531112,1266,627,334
"2025-11-25T17:49:03+00:00",0.108000,2936.7756,2938.6900,0.2068,199.51773394,150.39960709,1266,627,334
"2025-11-25T17:49:53+00:00",0.096000,2937.8734,2938.5700,0.0669,199.66041830,150.44397758,1266,627,334
"2025-11-25T17:50:04+00:00",0.084000,2937.9892,2939.3062,0.1106,199.67684803,150.42631863,1266,627,334
"2025-11-25T17:50:54+00:00",-0.024000,2942.4550,2942.7000,-0.0059,199.90711522,160.97332222,1266,627,334
"2025-11-25T17:51:05+00:00",-0.048000,2943.0284,2943.3600,-0.0159,199.87756614,153.86320514,1266,627,334
"2025-11-25T17:51:55+00:00",-0.084000,2943.4324,2943.8662,-0.0364,199.86084550,143.23051144,1266,627,334
"2025-11-25T17:52:06+00:00",-0.096000,2943.5616,2944.5600,-0.0958,199.86017691,146.66292116,1266,627,334
"2025-11-25T17:52:55+00:00",-0.132000,2944.0662,2944.4304,-0.0481,199.83000317,136.10910808,1266,627,334
"2025-11-25T17:53:07+00:00",-0.132000,2944.0662,2944.3550,-0.0381,199.83000317,132.59771453,1266,627,334
"2025-11-25T17:53:56+00:00",-0.096000,2944.1859,2943.4427,0.0714,199.81333218,139.73941871,1266,627,334
"2025-11-25T17:54:07+00:00",-0.048000,2944.0679,2943.5315,0.0257,199.88960664,150.37908069,1266,627,334
"2025-11-25T17:54:57+00:00",0.036000,2940.2281,2940.0035,-0.0081,199.96256915,161.19999520,1266,627,334
"2025-11-25T17:55:08+00:00",0.036000,2940.0236,2939.8900,-0.0048,199.94024450,157.66224251,1266,627,334
